"File","Coder","Coded","Id","Codename","Coded_Memo","Category","Category","Category"
"Entrevistado 11.docx","default","uma referência para a gente não perder, eu acho que é muito importante. Eu acho que qualquer sociedade, qualquer, digamos assim, povo que gosta da sua terra, do seu ambiente, ele precisa preservar a sua história. Eu acho que se pudesse realmente haver um resgate legítimo, isso seria muito bacana, mesmo sabendo nós. E isso não seria, digamos assim, a volta do samba do Matuto, não seria a volta do Bom Homem ao Rosto, mas seria, sim, uma preservação das nossas raízes e da nossa história.","ctid:53","3 De forma alguma","","Cultura é preservada","Núcleo de Políticas"
"Entrevistado 10.docx","default","deveria ter outras políticas públicas de incentivo à cultura, ao resgate da formação da pesca artesanal, os gestores da APA deveriam desenvolver projetos para, não é só a secretaria em loco, a secretaria do município,  deveria ser um conjunto","ctid:29","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 11.docx","default","Eu fui menino, garoto aqui dessa região e convivia com as pessoas nativas. Então, eu conheci culturalmente como era e era, como eles são, de verdade, como eles eram. Eu vivia, eu era menino, brincava com o filho dos pescadores, e a gente ia pescar junto. Então, eu me sentia como se fossem eles. Então eu conheci uma parte, eu acredito, da cultura de raiz daqui da região.","ctid:69","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 12.docx","default","Mas existem, sim, algumas manifestações. Lá em São Miguel tem as baianas, tem o pastore dos homens, tem as caboclinhas, tem um carimbó, inclusive. tem um pouco estilizado, tem um boi. Então, as manifestações existem, né?","ctid:78","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 13.docx","default","Só que o mundo que ele entrou é o mundo da cultura local. Quando você fala, o meu olhar de ressignificação seria enfeita. Nós precisamos fazer uma educação ambiental com o turista e não com o pescador, que é a nossa visão, comando e controle clássica da academia.","ctid:439","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 14.docx","default","Então, quando a gente trabalha, por exemplo, na APA Costa dos Forais, tem um grupo de quilombolas. Então, ele tem uma especificidade local ali que está relacionada à sua cultura, como também o pescador artesanal e assim por diante.","ctid:103","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 15.docx","default","Ainda tem aqui em Porto de Pedras as cambingas, mas a gente vê que tem se perdido o coco de roda. As quadrilhas juninas tinham ganhado um outro formato. Isso eu tô falando de música, de cantos, tuos e tal, mas as conversas não são mais as conversas tradicionais. Eu lembro que quando eu era adolescente, Eu estava com minhas amigas nas praças e a gente ouvia os mais velhos falarem as coisas.","ctid:134","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 18.docx","default","A cultura local porque aqui é uma comunidade pesqueira, então todo mundo sobreviveu da pesca, do marisco, do mangue, de uma coisa ou outra, mas sempre está ligado a cultura pesqueira daqui, ou fazer o barco, ou fazer a jangada, ou fazer as suas próprias redes, porque muitos deles aqui fazem a rede, outros costuram, outros remendam. Minha tia minha fazia o pano da vela da jangada, eu aprendi a fazer com ela, então costurando ali, vendo ela fazer, e a gente vai aprendendo com a vida, com o dia a dia, já arremenda a rede, a minha cunhada já arremenda a rede, o meu marido faz ele, outros vão pescar, é essa cultura que traz esse engajamento,","ctid:200","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 2.docx","default","Quando a gente olhava, não tem caranguejeira, mas tem uma marisqueira, tem um pescador que sai de jangada, quando ele coloca as armadilhas dele de pesca, que é uma coisa tradicional e que começou também a ganhar corpo em relação a isso e ganhar força, mas por conta da divulgação. Tanto é que a própria ICMBio, a APA, já fez alguns documentários sobre isso, com patrocínios, principalmente através do Instituto Yandê, conseguiu divulgar cultura local, com projetos lindíssimos. A divulgação através dos nossos apoiadores, que é o... A Fundação Toyota do Brasil e a SOS Mata Atlântica também conseguiram trazer esse resgate, levando para a mídia essas informações. Mas ela está presente. A cultura está presente no dia a dia. É só você ter um olhar mais apurado.","ctid:243","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 2.docx","default","É você buscar o que já é uma ancestralidade, que se manifesta, repito, na música, nos materiais da pesca que utilizo, na vestimenta, certo? Na religião também, por que não? e aí você tornar isso visível e que pode ser utilizado e agregar valores para o turismo, por exemplo, de partes comunitárias e vem acontecendo.","ctid:244","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 3.docx","default","Eu acho que foi resgatado muita coisa. Aquela parte, o CMA passou um tempo lá. A APA tinha pessoas que moravam lá. ","ctid:264","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 5.docx","default","Eu acho que é algo fundamental, né, que quanto mais visões diferentes e mais atividades culturais, por exemplo, a gente tem aqui um sonho de a gente ter, porque nunca teve, mas a gente tem algo para o dia 2 de Fevereiro, na festa de Iemanjá, que a gente não teve aqui, nunca teve, mas a gente sente que tem uma coisa, que se a gente fizer um trabalho, tem o Engenho Siqueira ali, em Rio Formoso, a gente tem vários funcionários daqui, que são oriundos de lá, e a gente vê que podia ter algo nesse sentido, a gente sempre falta disso, de algumas expressões culturais mais autênticas, digamos assim, infelizmente isso nunca existiu, mas seria bom que tivesse alguma coisa, alguma procissão, que tinha muito na época dos meus avós, então a minha família fazia, muito promovia, muito se fazia esses eventos, que vinha gente de Guadalupe, de Rio Formoso, Mandara, tudo que era canto aqui ao redor vinha,  aí eu me lembro que tinha as procissões na praia, passava de um lado para o outro, tinha festa de São Benedito, que é o padroeiro da praia, que é o da igrejinha, mas é isso, eu acho que seria muito interessante promover esse resgate cultural.","ctid:319","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 8.docx","default","Cultura local, para mim, são as tradições da comunidade tradicional, são os costumes desse povo, as expressões artísticas que são passadas de geração em geração, sabe? Para mim, é isso, cultura é isso.","ctid:389","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 9.docx","default"," A gente tem uma cultura bastante diferente. É uma região assim, a gente tem São José, Cidade, né, Abreu e Várzea. Em termos da cultura da pesca, a gente tem cultura diferente. É o mesmo povo com cultura diferente. Desde a cultura da culinária, né, que pra gente é uma cultura, e ir pra pesca. Aqui em São José é um tipo de pesca, né? É mais o barco que pesca no alto, ou a pesca de agulha. Abril já vem a pesca da tainha. Entendesse? A várzea do Una já é a pesca do Itarrafa e a pesca do Boca Mole. Então a gente vê já. Uma cidade tão pequena, né? Uma região não tão extensa, mas a gente tem uma diferença muito grande. Se tu pegar um peixe aqui em São José e mandar alguém preparar, tu vai ter uma diferença do peixe preparado aqui, o peixe preparado em Abreu e outro na Várzea. Então, a gente tem uma cultura bem, eu digo, diversificada. É bem diferente. Até a forma de falar é diferente. Se você escutar alguém do Abreu, eles têm um sotaque diferente. Aqui em São José e a gente na Várzea","ctid:416","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 9.docx","default"," O contato com a natureza é outra coisa. E a gente tem, eu tenho alguns outros projetos, como o passeio de caiaque, o resgate, assim, contar a história das barcaças, que antigamente era responsável pelo transporte de toda a produção da cana-de-açúcar pelo mar, que o porto dela era em Gravatá. Gravatá aqui, né? Gravatá, que fica que era um porto. Existia uma armazem, era praticamente a cidade. E a cana-de-açúcar saía da usina Central Barreiros e da usina do Rio Una, vinha numa máquina, andando no trem, e carregavam as barcaças e elas iam pra Recife, até o porto do Recife. Então assim, a gente tem uma história da cana-de-açúcar. Então se você pegar… Claro que isso vem através de minha vida, e você contar essa história, dessa navegação, dessa importância, A gente tem o estaleiro, o mestre Zuza, que constrói as embarcações. A gente tem uma cultura, né, que é a naval do trabalho, que é um dos estaleiros muito conhecido, muito importante. Então, é essa a questão. Eu acredito muito no nosso potencial. Não sei se eu vou alcançar essa evolução toda, né, mas… Eu vou morrer acreditando e apostando nisso.","ctid:419","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 9.docx","default","eu não sou contra a evolução, mas eu estou contra o esquecimento da nossa cultura, das raízes. Um homem sem passado, ele não é um homem. Ele é apenas um objeto.","ctid:420","3 Defesa da cultura ancestral","","Tradição cultural","Núcleo Profundo"
"Entrevistado 12.docx","default"," É, então, acho que o sistema ambiental é uma ferramenta importante pra isso. Priorizar os serviços básicos, que são muito precários, muito fáceis, na maioria dos municípios da APA. Começar a planejar melhor o turismo. E aí se envolve também especulação imobiliária, mas começar a planejar e incentivar que tipo de turismo cada município quer ter. Então, se pelo menos os municípios tivessem entendimento que estão dentro da área de proteção ambiental e que eles podem ganhar com isso também, não necessariamente com turismo massificado. É porque é difícil competir financeiramente, turismo massificado geralmente realmente movimenta muito dinheiro. Mas durante um período X, Depois o destino deixa de ser o que era e aí outros destinos turísticos começam a surgir e aí aquele se apaga. Fica um turismo momentâneo. Mas se começarem a entender que uma unidade de conservação, que é um turismo sustentável, é uma coisa rentável e dura eternamente, pra sempre, os municípios estariam totalmente de deficiência hoje.","ctid:87","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 13.docx","default"," Então, o município turístico, ele tem uma natureza bela, ele deve utilizar esse recurso e ir em frente. não significa a mesma coisa que crescimento. O crescimento pode ser feito só para você enriquecer rapidamente, ganhar muito dinheiro e depois terminar infeliz. Então, se os municípios devem reconhecer suas vocações e utilizá-las em um plano, um planejamento de médio e longo prazo, inteiramente a favor. Se a ideia é enriquecer no curto prazo, e se esquecer que pode existir um futuro, não ter isso na perspectiva de longo prazo, que é a nossa cultura, aí eu sou forte. Acho que os municípios precisam ter e seguir rigidamente a planejamento que mede o longo prazo. Ou de curto prazo, ganhar uma grana agora, porque tem eleição daqui a poucos meses, e é isso que é a nossa cultura de vivenciar em torno desses pequenos interesses. ","ctid:453","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 13.docx","default","De certa forma. O desenvolvimento é você, para cada ambiente, eu não falo nem municípios, mas cada ambiente, ser feita uma avaliação das suas características ambientais e do seu potencial uso sustentável. Ambiente, quando eu falo, não é só animal, planta e micro-organismos, ou paisagens, incluindo as pessoas. Então, você verificar o que ali tem, qual é o uso histórico que se faz daquilo que ali tem e verificar outras potencialidades que existem e que as pessoas podem já mencionar, as pessoas que já utilizam historicamente e você pode trazer alguns elementos fora de forma a aumentar aquilo que em economia se chama cadeia de valor. Você usar uma mesma coisa ganhando mais dinheiro. Aumento da produtividade do ponto de vista econômico. de forma que você possa, em médio e longo prazo, ter uma maximização da utilização, considerando o estado atual. Isso dentro de um município, você pode ter várias utilizações. Aqui mesmo onde eu estou, tem áreas que são favoráveis a você ter condomínios residenciais, tem áreas que é melhor para pousadas, tem áreas onde você tem muitos camarões, Você tem mariscos que tem área que não tem nenhuma, na mesma praia, de acordo com a conformação hidrodinâmica da praia, se você é náutico, eu lembro","ctid:454","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 17.docx","default","hoje tem muitos municípios que estão abrindo os olhos para as questões ambientais. Há tempos atrás, o desenvolvimento tinha chegado de forma sustentável a esses municípios de uma forma mais rápida. Eu compreendo que hoje, diversos municípios, por exemplo, da rota ecológica, eles deram um boom. Mas o boom que eles deram não foi em crescimento, foi em desenvolvimento sustentável, porque eles têm entendido a importância do meio ambiente. Quando a gente olha para a Porto de Pedras,

onde lá atrás tinha diversos conflitos, impediram que se desenvolvesse da forma que está desenvolvido hoje. E a gente observa a importância que é justamente o projeto Peixe Boi para lá. Se alguém pergu","ctid:184","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 17.docx","default","o tem que vir de forma sustentável, pensando em todos os atores e indivíduos que ali estão. Mas eu tenho certeza que estariam mais desenvolvidos se tivessem um olhar especial para questões ambientais já há bastante tempo. Para se ter ide","ctid:183","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 2.docx","default","No desenvolvimento, de fato, pode haver crescimento e tem que haver crescimento econômico e social e com proteção ambiental. Então é fundamental que aconteça isso. É fundamental que eles se desenvolvam. Eu acho isso muito importante. Nós estamos falando de municípios pobres, de municípios com IDH lá embaixo. Como que eu faço o desenvolvimento humano nesses municípios sem desenvolver economicamente e socialmente? Então, gerar emprego e renda através do turismo pode levar ao desenvolvimento econômico e social, mas se não houver proteção ambiental eu tiro no pé.","ctid:251","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 8.docx","default"," de atrelar o desenvolvimento econômico para a preservação do meio ambiente, que é o que eles fazem de forma muito brilhante. ","ctid:398","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 8.docx","default","Eu acho que elas são importantes para regular. Eu acho que a gente não pode pensar meramente em desenvolvimento econômico, meramente visando lucros. Então eu acho que as leis ambientais são um mecanismo muito importante para que a gente defina, por exemplo, o tipo de desenvolvimento econômico que a gente quer que seja aplicado aqui.  Não é o lucro utilizando apenas o lucro e o crescimento desenfreado. É como a gente está discutindo. Acho que é preciso preservar alguns aspectos locais, até porque se a gente partir realmente para um turismo massificado, em pouquíssimo tempo a gente vai perder todos os atrativos. As pessoas vão buscar novidades, coisas que não vão encontrar mais aqui e o prejuízo vai ficar todo para a população local. Então eu acho que as leis ambientais entram nesse sentido como um marco regulatório e uma ferramenta para garantir que a gente tenha desenvolvimento econômico, mas um desenvolvimento sustentável, equilibrado, respeitando as nossas peculiaridades.","ctid:399","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 8.docx","default","Eu acho que eles deveriam ser mais desenvolvidos referentes às políticas públicas aplicáveis para a comunidade local. A gente vê hoje uma diferença gritante das áreas turísticas para as áreas de periferia, por exemplo. Eu às vezes circulo aqui pela cidade, chego numa área como o Patacho, como a Boca do Rio, e não reconheço mais a cidade. Chego em áreas mais periféricas como a Salinas, o Coutume, e vejo que ainda tem muitos serviços que precisam ser oferecidos de forma efetiva para a população. Então eu acho que nesse sentido precisa sim ter um desenvolvimento maior, mas voltado para a comunidade local, voltado para as necessidades da comunidade nativa. Que muitas vezes é só enxergada como mão de obra barata para os empreendimentos que chegam aqui.","ctid:403","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 9.docx","default","Eu não… Sim. Se realmente a gente aproveitasse… Essa riqueza que a gente tem, daria pra desenvolver melhor. Tanto dinheiro que vai pra tanta ONG que a gente nem sabe. É ONG em cima de ONG. Uma ONG, não sei de onde, vai receber recurso pra trabalhar o meu, a minha concha, os meus corais aqui, meu mangue e tal. Então ele tinha que ser investido aqui. Eu tinha que encontrar o pescador e envolver ele nesse tema. nesse trabalho de preservação. ","ctid:429","3 Desenvolvimento integrando sociedade, meio ambiente e economia","","Visão sobre desenvolvimento","Núcleo Profundo"
"Entrevistado 1.docx","default","u não concordo em algumas coisas. Ou seja, é que eu não estou deixando de dizer assim, não, não suponho, nas nossas piscinas aqui. A gente tem leis que não é permitido, é alimento, mas assim, o ICMBio nessa parte foi muito rígido que a gente não pode levar nem água.","ctid:14","3 Deve haver limitações com regras flexíveis","","Limitação de visitante em piscinas naturais","Núcleo de Políticas"
"Entrevistado 16.docx","default"," Sim, eu e o conselheiro Fierro, eu suponho, Não sei se a gente pode vir agora, a gente fica trocando, mas a gente sempre conversa dos assuntos da pauta. E quando tem outros assuntos também que não dizem respeito diretamente ao meu trabalho e ao dele, aí a gente trata com as pessoas que são responsáveis.","ctid:143","3 Discussão prévia com o suplente ou titular da cadeira no conselho","","Preparação para as reuniões","Núclo Instrumental"
"Entrevistado 8.docx","default","Bom, a minha opinião sobre o turismo em áreas de proteção ambiental é que sejam voltados para o protagonismo da comunidade, como é o caso da Associação Peixe Boi.  Então, dentro de áreas de proteção ambiental, de uso sustentável, o turismo ideal que eu imagino é um turismo de base comunitário, fortalecendo as crenças de população, os costumes, levando eles como protagonistas mesmo do serviço","ctid:405","3 Emprego e renda por meio do protagonismo da população local","","Papel do turismo","Núcleo de Políticas"
"Entrevistado 1.docx","default","Buscar uma parceria melhor, para que a gente se unisse mais força para realmente defender essa classe, não só do pescador, do turismo, do meio ambiente, para que a gente fosse fortalecer isso, porque uma só coisa e muito, a gente se torna mais forte, entendeu? ","ctid:25","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 11.docx","default","Justamente ao contrário. Se nós estamos dentro de uma área de preservação ambiental, Toda e qualquer outra atividade tem que ter o conhecimento de forma que nada do que seja feito interfira nesse ecossistema. Ela deve ser predominante, determinante ou estar acima de qualquer uma outra determinação ou lei que seja criada. ","ctid:67","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 12.docx","default","Então… Até pra manter os estoques pesqueiros, né? E se mantém o estoque pesqueiro, mantém a cultura da comunidade pesqueira, mantém a gastronomia que funciona para o turismo, que é basicamente o turismo. Precisa existir, tem que existir. A gestão de pesca é difícil de fazer, mas é necessário. Além do defeso, deveria… O ICMBio já vem fazendo, né? Claro que de maneira muito ainda… Não dar conta da demanda toda, mas fazer o monitoramento da pesca. Não só definir, mas entender o que está sendo pescado.","ctid:90","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 13.docx","default","Fundamental. Não só deveriam ser áreas Eu falo para os alunos o que é preservação. Em alguns casos se diz que é locais ou áreas onde não se utilizariam os recursos. Só que os recursos da natureza. Eu digo que sempre para isso. Biólogos aprendam que são áreas que a gente vai usar os serviços ambientais indiretamente. São áreas, os manguezais são áreas que vão ser áreas de criação, são áreas de extração de carbono, são áreas que geram nutrientes, que abastecem uma série de outros usos diretos humanos que vão estar sendo beneficiados por essas áreas. Então todas elas deveriam ser fechadas e ninguém poder tocar nelas. Não poderiam receber, inclusive, resíduos de outros locais. Aqui existem manguezais que estão recebendo tiborna, recebendo agrotóxicos vindos de usinas. E, ah não, a usina pode fazer sua coisa. Você tem que denunciar e precisa ter a prova do crime. E aí os manguezais vão sendo destruídos. E também pela especulação imobiliária. Então, todas as áreas onde tem isso deveriam ser recompostas. que são áreas essenciais para a manutenção de um ambiente equilibrado e produtivo, que são as palavras que na questão ambientalista a gente utiliza e também sob o ponto de vista sobre o viés econômico e social também se utiliza as mesmas palavras, equilíbrio e produtividade, sustentabilidade Então vamos pensar também nisso, eu digo que não precisamos criar, você é da ciência política, vamos dialogar com palavras comuns. Não pense que sustentabilidade, sustentabilidade não é você deixar uma natureza tocada, sustentabilidade é você manter ao longo do tempo, sem dano, algo que tem uma significância para a sociedade humana. Então não é contraponto, só que as pessoas são imediatistas, entende Nathalie? Farinha pouca, meu pirão primeiro. Então, isso é uma forma de observação. Nosso modo cultural de ser é de curto prazo. O brasileiro, em geral, não pensa em médio ou longo prazo. E isso é um problema. Sério, isso. Cultural. Se a gente não pensar no amanhã, você realmente não vai ter um amanhã. Isso é algo que tem que ser trabalhado.","ctid:449","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 14.docx","default"," A gente sabe que o pescador artesanal, e isso é tão complexo, porque às vezes a gente diz que o pescador depende só disso. Ele precisa de algo para substituir, digamos assim, aquela renda que ele obteria, que é o chamado defeso. Mas a gente tem vários problemas relacionados a isso. Mas eu sou totalmente a favor, isso deve acontecer. o tempo todo, utilizando, utilizando, utilizando. Na realidade, você está causando um desequilíbrio nesse sistema.","ctid:111","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 15.docx","default","Se as casinhas de pescadores são bonitas, por que não usar como inspiração e tudo mais? Não gosto. E a comunidade também não gosta. Então, isso é um desenvolvimento que a gente... Todos esses que a gente não gosta, mas o que a gente gosta de ver? que eles estão obedecendo a altura das casas, eu tô falando de Porto de Pedras, obedece a altura dos empreendimentos. Eu só não gosto quando é muito perto do mangue, mas infelizmente a gente não tem legislação que proíba, eles estão dentro do que é permitido, isso eu não gosto, mas eu tenho que aceitar. Então, o aumento de pessoas de uma vez só faz com que você não tenha a chance de explicar sobre as espécies que tem, como o peixe-boi, o que pode e o que não pode. Então, a gente vê essas mudanças que podem acontecer. ","ctid:138","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 16.docx","default","Eu acho importante, porque isso também evita… No Brasil, em geral, quase todo mar é permitido a pesca. Em poucas áreas não são permitidas a pesca. Então tem que ter os lugares mesmo que não pode pescar. Para manter, inclusive, para manter aquela área fornecendo estoque para as áreas vizinhas. A experiência que Tamandaré mostra é isso. ","ctid:162","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 17.docx","default","ervação para mim é vida. Meio ambiente para mim é vida. Quando eu digo vida, eu me incluo no meio, eu incluo tudo. Tudo. Que é vida.

Pesquisadora: ","ctid:175","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 17.docx","default","te justamente pensando na conservação daquele animal, por exemplo, nós temos aqui um trabalho muito grande em preservação do peixe-boi, ele está ameaçado de extinção, então é uma importância gigantesca, porque esse animal serve como um guarda-chuva, porque a partir da preservação dele, abaixo dele nós estamos preservando diversas outras espécies. O outro é o peixe-boi, criticamente ameaçado de extinção, e aqui dentro da própria unidade a gente tem informações, ou na conectividade que existe da unidade,

onde tem lá no estuário da APA de Guadalupe, algumas áreas foram delimitadas como o santuário do Mero, pois foram encontradas ali alguns peixes Mero. A gente sabe da importância dessa espécie justamente como guarda-chuva, como espécie de bandeira que a gente chama quando guarda-chuva, porque protegendo ela está protegendo diversas outras espécies abaixo dela. E é pensando justamente dessa forma que eu acho importante a preservação, a conservação de algumas espécies.

Pesquisadora","ctid:177","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 18.docx","default","É para isso que a gente faz e acompanha, Ah, tá tendo um dado, mas ali ainda tá, tem coisas ainda erradas que a gente precisa consertar. Cinco dias sem o pessoal ir pescar, porque sabe que os caranguejos estão acasalando e estão num processo de reprodução. Mas ele tem ainda mais quinze dias, porque elas se alocam, fecham o buraco dela e elas vão fazer a ovulação. Aí daqui a quinze dias elas vão sair daquele buraco e vão lavar naquela praia. Aí mesmo a ciência pessoal não respeita o peso do T.A. e tudo, daqui a um mês eles são tudo pequenininhos, eles não conseguem vir e desovar tão facilmente. Porque se a gente não fizer isso futuramente a gente não vai ter caranguejos, porque estão tendo muito essas pessoas explorando áreas de passeio, de pisoteio, a praia hoje não dá pra fazer piscina, mas dá pra fazer uma descansada, dá pra fazer uma trilha, dá pra fazer isso. Mas a gente tem que se preocupar, qual é o local adequado pra se fazer isso? O que é que se precisa preservar ali pra que a gente não faça isso, não acometa essas coisas? Então é isso que a gente tem que fazer, a unidade de conservação com as coisas que são ali conservadas pra futuramente ter.","ctid:215","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 2.docx","default","pode haver crescimento e tem que haver crescimento econômico e social e com proteção ambiental.","ctid:252","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 3.docx","default","A gente faz reunião pra decidir o número. Se quer aumentar, tem que decidir o número. Então isso aí, algumas reuniões da APA foram justamente só pra ouvir jangadeiro e barco turismo maior e negociar essas vagas. Então isso é um trabalho, essa é a etapa. Por isso que eu tô dizendo. A existência da APA por si só e dessas equipes que gostam, que vestem a camisa, tem segurado muito a coisa, esse branqueamento de corais agora. Se viesse com um impacto muito maior de barco, teria acabado tudo já dessa APA. É uma coisa que é bem fundamental, a manutenção dela. ","ctid:269","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 3.docx","default","Necessário. Tem que haver, tem que ser como a gente tenta fazer na APA. No exemplo da APA tá 100%, ainda tu és a prova que não é 100%. Mas tem que ter. Tem que ter porque eu acho que... a gente não preserva o que a gente não enxerga.","ctid:279","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 4.docx","default","No interior deveria ter muito mais regras para esse turismo náutico dos manguezais. É uma área extremamente sensível e que a gente depende de tudo daquela área, de todo o ciclo de vida de muitas e muitas espécies e muitos pescadores. Segurança alimentar para muitos desses pescadores e para o turismo também, para aquele comércio local ali. E para o ciclo de vida dessas espécies, porque a maioria dos peixes tem um ciclo de vida que depende do manguezal, do recicle de coral e da plataforma para reproduzir. Então a gente sem manguezal acaba o resto.","ctid:296","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 5.docx","default","Fundamental. São áreas de preservação permanente, que já tem um regulamento extremamente restrito. Aqui em Carneiros, por exemplo, a gente tem em torno de 70, 80 hectares só de mangue, todos preservados. A margem direita do Rio Ariquindá inteira é Carneiros. É uma região muito, muito preservada. A família da gente nunca fez nada nessas áreas. E a gente acredita que isso é importante para o ecossistema, inclusive até para a vida de muitas pessoas que dependem ali de pegar o caranguejo, o aratu, a ostra, não sei o quê. Então eu acho muito importante. ","ctid:335","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 6.docx","default","que permitisse que a gente ocupasse, ocupasse de forma consciente interagindo com o meio, assim, sem ser superior ao meio","ctid:355","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 7.docx","default","Embora tenha umas pessoas que não queiram pensar muito no capitalismo e do desenvolvimento, mas para que tenha desenvolvimento, tem que ter, tem que minimizar o impacto, porque isso no desenvolvimento vai vir impacto. E tem que acompanhar esse conceito de sensibilizar e ver o que é melhor para o meio ambiente. Porque o meio ambiente doente, as pessoas adoecem, então tem que se pensar assim. ","ctid:360","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 8.docx","default",". Eu acho que são extremamente necessárias para que a gente possa preservar o meio ambiente como um todo e também são mecanismos de preservação da comunidade, porque o plano de manejo não engloba apenas fatores ecológicos, fatores de preservação da natureza em si, mas também da população que está inserida.","ctid:392","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 9.docx","default","Quando a gente trabalha com o meio ambiente, justamente porque a gente… Porque assim, a gente tem que colocar, a gente tem abordado que cuidar do meio ambiente é mais lucrativo do que destruir.","ctid:413","3 Equilíbrio entre natureza e humanos","","Relação ser humano-natureza","Núcleo Profundo"
"Entrevistado 13.docx","default","Ah, eu vou atrás daquele que pensa diferente. Detesto bolha. Mas ele é o meu perfil, tá? Eu busco perturbação. E perturbar.","ctid:456","3 Ideias contrárias","","Grupos com maior interação","Núclo Instrumental"
"Entrevistado 1.docx","default","Antes a gente... Várias vezes a gente se comunica com alguns. Não todos, que vocês sabem o que dizem.  Pesquisadora: Sim.  Entrevistado 1: E a gente sempre debate algumas coisas.vPara quando chega lá a gente tem um pouco mais de reunião entre si. Mas é sempre um objetivo de proteger a nossa área, entendeu Cada um com o seu... ","ctid:234","3 Interação em temáticas polêmicas e/ou mais relevantes para o grupo representado","","Interação entre conselheiros","Repasse das temáticas","Núclo Instrumental"
"Entrevistado 11.docx","default"," Olha, a gente conversava sim. Quando existia algum tema que a gente precisava Não era, digamos, uma coisa generalizada.","ctid:228","3 Interação em temáticas polêmicas e/ou mais relevantes para o grupo representado","","Interação entre conselheiros","Repasse das temáticas","Núclo Instrumental"
